Title_Item,Price,Original Price,description,time_of_published,status
Elvis Presley tee shirt,30.0,777.0,Elvis Presley tee good used condition good collectors idem no stains are rips .,2022-12-28T21:54:04-08:00,available
D K N  Y J E A  N S💋,35.0,0.0,DN K Y J E A N S BLOUSE New Condition really  comfortable to wear  has a lot of  Stritch👌,2020-07-10T09:06:59-07:00,available
Miss vintage shirt,60.0,777.0,Miss vintage long sleeve shirt new Condition thanks for looking ❤️,2020-09-07T13:44:35-07:00,available
Blouse,25.0,0.0,Beautiful design on this shirt 👚 I have never seen one like this ❤️,2020-03-01T13:36:02-08:00,available
Lily Dress,60.0,777.0,Beautiful crochet work and beautiful lace on this item never worn new condition you can wear with Leggins or pants💕,2020-03-29T11:27:47-07:00,available
Karen Kane Blouse,50.0,0.0,Beautiful Karen Kane dressy blouse lots of handwork on this beautiful blouse,2020-03-21T19:42:31-07:00,available
America Eagle 🦅 outfitters shirt,25.0,777.0,American Eagle 🦅 outfitters shirt great condition very lite Waite good for all year around.,2021-03-05T11:58:09-08:00,available
HARDLY DAVIDSON TEE,25.0,75.0,HARDLY DAVIDSON  TEE New Condition,2020-07-17T12:05:33-07:00,available
Jones New York Blouse,40.0,54.0,Jones New York Blouse new with tags it has a lot of stretch,2021-03-02T20:52:19-08:00,available
VINCE CAMUTO  BLOUSE,69.0,777.0,VINCE  CAMUTO BLOUSE NEW BEAUTIFUL,2020-07-15T12:23:25-07:00,available
Worthington blouse new condition never worn,35.0,777.0,Worthington  blouse which has never been used all my things are like  new condition thanks for looking🌹,2020-04-20T13:22:43-07:00,available
dress barn  blouse  really pretty 💕,45.0,0.0,This blouse has a beautiful design so comfortable you can wear it with a skirt or Levi’s nice for any time of the year,2020-03-21T19:23:04-07:00,available
LAETITIA ROSA SWEATER,25.0,0.0,LAETITIA ROSA SWEATER WITH STONS  On  THE FRONT OF THE SWEATER Very Contrable AND IT STRETCH ES,2020-12-17T11:42:00-08:00,available
Byline Blouse,75.0,777.0,Byline Blouse  the details in this  Blouse are Beautiful lots of color  with sequins and stones vantage that like new never worn the pictures don’t do the blouse justice,2020-11-09T12:58:44-08:00,available
HIPPIE LAUNDRY SHIRT,29.0,777.0,HIPPIE LAUNDRY NEW SHIRT NEVER USED   COLD SHOULDER VERY CONTRABLE 🌈🌈🌈🌈,2020-07-17T14:10:10-07:00,available
DownEast Blouse,35.0,777.0,DownEast Blouse lots of design pearls and sequence makes a Beautiful Boe great condition,2020-10-24T22:19:56-07:00,available
Nicole top,45.0,777.0,Nicole top new very contrable has spandex nice for the summer 🌈,2020-07-22T11:08:31-07:00,available
A  Z I Blouse,49.0,0.0,This blouse is so amazing all of the artwork on it all hand beaded beautiful and so comfortable,2020-03-22T17:37:56-07:00,available
Living DOLL Los Angeles shirt,65.0,175.0,Beautiful colorful beaded dressy blouse in new condition never worn very comfortable stretchy,2020-03-22T17:49:48-07:00,available
Kenneth Cole Blouse,39.0,125.0,Kenneth Cole Blouse sheer Excellent condition never worn really cute,2020-10-24T12:27:42-07:00,available
Body Contral Blouse,30.0,0.0,This Blouse is so comfortable it has a lot of stretch to it very Tracy in new condition only worn a few times just been hanging in my closet waiting for a new home❤️,2020-03-22T17:59:34-07:00,available
Parker tee shirt good used condition,10.0,0.0,Nice tee used condition but still nice,2020-04-09T15:15:17-07:00,available
aloiz Blouse,50.0,0.0,aloiz Blouse excellent condition very sheer and dainty see thrue really cute,2020-11-12T11:48:31-08:00,available
Dressbarn Blouse,65.0,777.0,Beautiful spring colors on this sheer comfortable blouse new condition it hasn’t been worn,2020-05-20T12:40:45-07:00,available
TEE SHIRT LOGO,35.0,75.0,LOGO TEE NEW Condition,2020-07-07T23:35:07-07:00,available
Carter Club sequin top Beautiful Condition ❤️,20.0,0.0,This top is really dressy or casual as very Comfortable,2020-03-21T19:12:39-07:00,available
Hippie ink tee shirt,30.0,0.0,Hippie ink Red with Beautiful Stones on its day its done in green and red and white stones,2020-03-06T20:23:19-08:00,available
Carolyn Taylor Sweeter,55.0,200.0,Carolyn Taylor Sweeter very soft you can wear this with are without the scarf has rhinestones very pretty,2020-10-23T22:28:10-07:00,available
Shine New York Blouse,15.0,0.0,Beautiful shiny  Blouse Great for summer wear great condition😊,2020-05-24T09:40:02-07:00,available
Massimo blouse good used condition beautiful color,25.0,0.0,Beautiful Massimo  Blouse in excellent condition very comfortable,2020-04-09T15:46:39-07:00,available
Louis Vuitton Sun Glasses,361.0,777.0,"Louis Vuitton Sun Glasses great shape no scratches on them the left side of the frame may need adjusted  because it is tighter then the right they are beautiful the style,I haven’t worn these  they were a gift 🎁 so I would like some one else to enjoy them ❤️",2023-02-22T22:38:34-08:00,sold_out
Victoria’s Secret pink strapless Braw,30.0,777.0,Victoria’s Secret pink strapless Braw new,2021-09-19T19:03:14-07:00,available
Utah  uts backpack  new,48.0,777.0,Utah uts backpack new never used medium size really nice and well-made,2021-11-18T11:14:04-08:00,available
Gucci Boots,475.0,777.0,Gucci Boots vintage Reconditioned I have had these boots gone over and stitched in different places these are very good boots the outside is very good excellent condition for there age  zippers work great  these boots have been cleaned and stitch you may need to put a zipper pull on them but other then that they are in good vintage condition thanks for looking.,2022-09-28T13:04:05-07:00,not_for_sale
RUBY Rd. BLOUSE,50.0,200.0,RUbY Rd.BLOUSE ARE LITE Jacket can be used either way very nice  and shiny great condition,2020-10-23T22:42:02-07:00,available
We The Free shirt,53.0,777.0,Free People Shirt Are Jacket only worn a fue times excellent condition has net closures  on the sleeves and front really cute,2020-11-09T12:05:03-08:00,available
Free People Blouse,45.0,777.0,Free People Blouse never worn excellent condition the back splits open beautiful detail,2021-02-25T14:37:36-08:00,available
BORSE N PELLE  PURCE,78.0,777.0,BORSE N PELLE PURCE good used condition great for every day crossbody  genuine leather   .,2022-08-05T22:29:22-07:00,not_for_sale
baggallini Bag,40.0,68.0,baggallini crossbody has lots of compartment and has security for your credit cards really super cute has beautiful shiny  strap brabd new pretty color,2021-12-10T12:57:29-08:00,sold_out
Anne Klein gloves,55.0,777.0,Beautiful Anne Klein gloves new Leather they are very comfortable to wear  Beautiful burgundy color,2021-11-25T11:29:43-08:00,available
Bebe Sun glasses case,20.0,777.0,Bebe Sun glasses case great shape  small size,2022-06-01T15:40:41-07:00,available
U k beanie and leather belt,80.0,777.0,U k Bennie and Leather Belt made by Robin Ruth new great for a Christmas gift are for yourself super nice this could also be for a woman too ❤️,2021-11-22T11:10:27-08:00,available
Seven 7 jeans,65.0,777.0,Seven  jeans 👖 never worn has  rhinestones on the pockets  and a big one for the button they are so cute and has stretch,2021-07-28T15:15:15-07:00,available
Pilcro jean,45.0,777.0,Pilcro  jeans slim Boyfriend cut like new Condition has Beautiful sequence pattern 28 petite really nice and pretty,2021-09-25T11:02:41-07:00,available
UGG Cross OVER  BAG,102.0,150.0,UGG cross over bag  new has tags  you can also use for a belt bag  comes with dust bag,2023-02-22T15:02:35-08:00,sold_out
Vintage silver ring Marked .925 with turquoise and zircon stones,127.0,777.0,This is a Beautiful turquoise ring all hand done I believe it’s about a 6/1/2  it has a zircon stone in the middle  it is made well,2023-03-02T07:16:10-08:00,sold_out
"Mercedes Benz NWOT Knit, Red, White Blue Cap",35.0,777.0,"Reposhing this item I purchased from @hollywoodheidi. Loved it, but ready to rotate for something new.

Questions? Leave a comment below I love ❤️ this hat but it does not fit my head  this hat is in excellent shape it’s very stretchy",2021-12-05T08:00:05-08:00,available
Miss me jeans,69.0,777.0,Miss me jeans new never worn nice sequin design they are so cute lots of detail cropped design,2021-09-25T11:47:46-07:00,available
RUBBER BAND STRETCH JEANS,65.0,777.0,Rubber Band stretch jeans new never used Beautiful Color,2021-04-07T18:48:59-07:00,available
G-star Denim jeans,65.0,777.0,G-star Raw Dinim jeans Excellent used condition like new,2021-10-03T12:41:42-07:00,available
L.A. IDOL jeans,25.0,777.0,LA Idol Jeans used condition I pointed out the bottom of the legs have were but they still have a lot of life left all the stones and studs are there,2021-04-08T16:30:24-07:00,available
Felina Lingerie,35.0,0.0,Nice and sexy girdle  fits very comfortable very stretchy has spandex and a garter belt never worn but really nice,2020-05-24T09:55:11-07:00,available
Frye Leather Boots,76.0,777.0,Frye Leather Boots great shape just put new heels on them  they will give you a long time of service  really been taking good care of  👍,2023-02-22T08:49:15-08:00,sold_out
Tiffany & co.Bracelet,220.0,777.0,Tiffany & co Bracelet vintage good used condition 925 sterling silver   Very comfortable 👍😊,2023-02-12T13:02:55-08:00,sold_out
Victoria secret Braw,22.0,777.0,Victoria  secret push up Braw used a fue times great shape will come  freshly cleaned 🧼 up .,2023-02-06T11:14:58-08:00,available
David Yurman crossover ring big and bold😊,300.0,777.0,"Reposhing this item I purchased from @chelseymcaleer. Loved it, but ready to rotate for something new.

Questions? Leave a comment below this ring is a  bold heavy ring and could use a polishing  thank you 😊",2022-08-25T17:42:57-07:00,sold_out
Purse,10.0,0.0,Beautiful big hand bag with lots of pockets in the inside and one on the outside good condition.,2020-03-01T16:33:28-08:00,sold_out
FreeBird  Boots,130.0,777.0,FreeBird leather Boots only worn a fue times very contrable and really cute you can dress up or down with this pair of Boots  I love the Buckle  😊,2023-01-07T18:55:43-08:00,sold_out
Gucci Boots,250.0,777.0,Gucci  leather boots very good condition they have been used but still a very nice the inside is like new the outside has a few scuffs on the hills and the swade does collect lint zippers work great these  Boots run small  and they are narrow  I would say more like a seven  great looking on thanks for looking.,2022-09-26T12:09:35-07:00,sold_out
Miss chick shorts,28.0,777.0,Miss chick shorts good used condition they stretch,2021-04-28T13:49:43-07:00,sold_out
Christian Dior vintage necklace,145.0,777.0,Christian Dior vintage gold plated necklace like new condition that is 18 inches long adjustable class beautiful piece has pearl and white stones which I don’t Know what they are  really sparkle 💖,2022-06-02T11:28:00-07:00,sold_out
FP ONE BLOUSE,35.0,75.0,FP ONE BLOUSE   GREAT USED SHAPE REALLY  PRETTY  COLOR GREAT WITH LEVIS I LOVE THE SLEEVES.,2021-01-27T21:43:16-08:00,available
NOT FOR SALE Louis Vuitton  BAG,1080.0,777.0,Louis Vuitton Large crossbody Bag Large very clean the inside looks new no stains are smell the Leather  is in great condition  for it’s age it has wear on the straps  and in the last picture that I posted you can see were some of the leather has worn off   But all and all it’s a beautiful 💼 salmar 35 .not for sale.,2020-08-10T01:41:57-07:00,available
Isabella Fiore Leather Bag,180.0,625.0,Isabella Fiore  Beautiful New Hand Bag soft leather has a zipper compartment  plus  two more  this bag is gorgeous 16 and 1 half wide and twelve Deep so pretty 😍,2022-02-06T09:15:34-08:00,sold_out
Gucci Belt  Bag,378.0,1000.0,Gucci Belt Bag  no rips are stains are tears great shape adjustable strap hardly used  great for yourself are a Christmas 🎅 gift 🎁 9/12 wide 5 inc  Deep .🔥 authentic😊,2022-10-25T22:14:19-07:00,sold_out
Michael kors wallet,15.0,100.0,"Reposhing this item I purchased from @ppulsinelli3. Loved it, but ready to rotate for something new.

Questions? Leave a comment below!",2021-08-19T16:47:03-07:00,sold_out
Michael kors Leather Large shoulder bag,99.0,777.0,Beautiful large never used Michael Kors large shoulder bag with many compartments beautiful bag,2020-04-05T15:54:00-07:00,sold_out
Zara moto jacket,45.0,777.0,Zara moto jacket excellent used condition like new it is fully lined will keep you warm,2022-09-30T17:01:23-07:00,sold_out
Leopard & Black Color Block Cardigan w/Pockets,49.0,777.0,"Reposhing this item I purchased from @triciamariets. Loved it, but ready to rotate for something new.

Questions? Leave a comment below! I have short arms and the sleeves are to long on me  I love it but can’t wear it  great shape  thanks for looking .",2022-10-05T21:02:08-07:00,available
Free People Love Letter Tunic M,65.0,150.0,"Reposhing this item I purchased from @laughingtree. Loved it, but ready to rotate for something new.

Questions? Leave a comment below!",2021-10-16T18:02:46-07:00,available
Rock & Republic  Jeans 👖,45.0,777.0,Rock & Republic Jeans really good condition  very contrable they stretch have studs going down the side  down to your thigh 👍,2021-04-07T18:12:24-07:00,available
Blouse,45.0,199.0,New beautiful colors great for spring ❤️,2020-03-01T13:07:37-08:00,sold_out
Arita Jeans,65.0,777.0,Arita Jeans  nice used condition very contrable they stretch all the stones and studs are all there really a nice pair of jeans,2021-04-05T19:23:33-07:00,available
Coach Leather Bag,70.0,777.0,Coach Leather Bag excellent used condition only used a fue times   Has a magnetic snap closure and one zipper compartment really great shape,2021-08-15T09:19:51-07:00,sold_out
MISS. RUDY   JEANS,55.0,777.0,MISS RUDY JEANS GOOD USED CONDITION NO RIPS   ALL THE  STONES ARE THERE  VERY CONTRABLE THEY ARE  LITE WAITE  NICE .,2021-04-05T08:12:23-07:00,available
Rock & Roll Jeans,98.0,777.0,Rock & Roll Jeans excellent used condition only worn a fue times all the studs and stones are there they have stretch really a eye catcher cute.,2021-05-19T13:23:37-07:00,available
Earl jeans,35.0,777.0,Nice pair of jeans has rhinestone like flowers on the front of the jeans nice  condition has one still missing that you really can’t tail they are super cute and they stretch,2021-06-17T12:55:34-07:00,available
Flying monkey Jeans,40.0,777.0,Flying monkey 🐒 Jeans used condition still a great pair  they have stretch and are really cute and contrable,2021-06-25T15:18:47-07:00,available
Rock & Republic Jeans,90.0,777.0,Victoria Becllaham for Rock & Republic great jeans new  never worn Beautiful design and stretch,2021-04-08T11:10:09-07:00,available
L.A. IDOL jeans,65.0,777.0,L.A. IDOL Jeans nice used condition is missing the A on the back but other then that they are in great shape,2021-07-12T13:06:10-07:00,available
Brighton vintage  Belt,55.0,777.0,Brighton vintage Belt  1996 it’s a Beautiful Belt and I don’t know if it’s silver but it looks like it  it’s for a small waist in excellent shape it’s leather and the Details are Beautiful,2021-04-08T12:40:39-07:00,available
Shyamme Blouse,60.0,777.0,Shyamme Blouse lots of detail  vintage Beautiful Lace,2020-10-23T23:04:47-07:00,available
Tecnica fur Boots,233.0,777.0,Tecnica Boots new condition only tryed on really Beautiful all fure really contrable made in Italy 🇮🇹  a must have for winter are for a Christmas 🎄 Gift 🎁,2022-10-20T11:54:37-07:00,sold_out
Old navy jeans,35.0,777.0,Old navy Rockstar jeans 👖 excellent condition they have stretch witch makes them very contrable.,2021-02-06T23:48:18-08:00,available
KENSIE JEANS,65.0,777.0,kENSIE 👖 JEANS NEW NEVER WORN BEAUTIFUL DEZINE  THAY HAVE STRETCH AND REALLY CONTRABLE REALLY NICE FOR SPRING AND SUMMER,2021-03-24T08:34:35-07:00,available
SHEIN LEVIES,65.0,777.0,SHEIN distressed Levies really cute good used condition really different the inseam is 30  and they stretch and are contrable,2022-05-11T17:34:50-07:00,available
billabong jeans,35.0,777.0,billabong jeans  the skinny new never worn cute jeans they have some stretch,2021-09-04T22:52:54-07:00,available
L . A.  Idol  jeans,49.0,777.0,L . A . Idol jeans great used condition  very contrable they stretch worn only a fue times .,2021-04-05T19:10:27-07:00,available
SEVEN FOR ALL MANKIND JEANS,45.0,777.0,SEVEN FOR  ALL MAN KIND JEANS  GREAT SHAPE LIKE NEW.,2021-03-10T13:22:38-08:00,available
L.A Idol USA jeans,75.0,777.0,LA Idol Jeans New Condition all the stones are there really nice looking,2021-07-12T13:15:39-07:00,available
B D G Jeans,45.0,777.0,B D G Jeans nice used condition  they stretch  really contrable and cute design,2021-06-17T12:41:31-07:00,available
White House  Black market jeans,75.0,777.0,White House Black market jeans never worn great looking pair of jeans.,2021-05-19T13:03:33-07:00,available
Chinese LAUNDRY  hand Bag,150.0,777.0,CHINESE LAUNDRY HAND BAG SOFT LEATHER REALLY NICE BIG BAG   GREAT USED  CONDITION.,2021-06-06T13:23:00-07:00,available
GAP Leather jacket,40.0,777.0,Beautiful like new leather jacket great for spring very light weight❤️❤️❤️❤️,2020-04-18T12:15:59-07:00,sold_out
CHANEL SHOES,275.0,777.0,CHANEL SHOES REALLY Cute GREAT USED CONDITION HAS ONE MARK ON  THE SIDE Of THE SHOE  COMES WITH DUST  BAG  GREAT DESIGN  VERY CONTRABLE,2021-11-13T11:01:03-08:00,sold_out
Coach Leatherware  Bag,65.0,777.0,Coach Leatherware Bag great shape on the leather one spot has ink witch I pointed out and needs cleaned on the inside no rips are tires has a lot of life left still .,2022-08-05T22:54:06-07:00,available
Yummie Braw,16.0,38.0,Yummie Braw new  ultralight wireless,2021-02-05T14:53:05-08:00,available
Louis Vuitton Bag,1350.0,777.0,Louis Vuitton pochette  Métis leather Bag great used condition   There is some small marks on the inside of the bag and the corners are scuffed some witch I pointed out the zippers work great  the outside  the bag is excellent condition the date code is in the outside zipper compartment  Date code SNO281😊,2022-09-26T13:10:21-07:00,sold_out
Free People jacket,81.0,98.0,free People jacket very contrable and it Stretches has a hole in the sleeve we’re you put your thumb and pockets snap closer plus’s zipper never been worn and it’s really warm  you can wear all winter 🥶,2020-10-15T08:20:34-07:00,sold_out
Michael kors Bag,249.0,777.0,Michael kors hand and shoulder bag new condition comes with dust bag it’s snake skin really nice large bag.,2021-05-10T16:22:32-07:00,sold_out
Coach Bag,150.0,777.0,Coach Leather Bag New with out tags Beautiful Really Nice Color good For Summer Are fall 💋💋,2020-07-31T06:21:56-07:00,sold_out
Hair Extensions,99.0,777.0,Human hair extensions very good quality 18 inches long never used just being put away beautiful hair  very shiny,2021-07-14T22:01:03-07:00,available
Rolex Basil,240.0,777.0,Rolex basil 18 karat yellow gold fits a Date just 26 millimeter great shape,2022-06-15T07:43:11-07:00,sold_out
Guess jeans,38.0,777.0,Guess jeans new condition only worn a fue times,2021-06-17T12:23:58-07:00,sold_out
Mark Jacobs,9.0,50.0,Mark Jacobs Daisy make up bag are what ever you want to use it for never been used,2022-05-18T13:59:49-07:00,sold_out
SHEIN Braw,30.0,777.0,SHEIN Braw new  padded  really nice support  pretty color lots of lace,2022-08-04T09:12:27-07:00,available
Ecclissi sterling silver watch,55.0,777.0,Ecclissi sterling silver watch has Ivory face really pretty has some cracking on the band on the inside but not noticeable on the outside .,2021-06-13T12:40:48-07:00,available
Green bay packers beanie,25.0,65.0,Green bay packers beanie no really warm very snug and comfortable,2021-10-07T21:05:52-07:00,sold_out
Boots,44.0,180.0,Beautiful new Tommy Hilfiger leather never been worn,2020-02-17T14:35:46-08:00,sold_out
Harry Potter  beanie,30.0,777.0,Harry potter beanie new never used really cute,2021-11-18T11:21:31-08:00,available
Cencka 🌸 flower Braw,23.0,777.0,Cencka flower Braw new never used padding,2022-08-04T09:06:00-07:00,available
Necklace vintage,20.0,777.0,Necklace vintage no name great shape❤️,2022-06-14T13:04:26-07:00,available
White House Black Market paints,40.0,777.0,White House Black Market  really nice never worn  all the studs are there,2021-06-02T14:16:21-07:00,available
Silver 925 chain,250.0,777.0,925 silver chain heavy  Beautiful Design about 17 inc   Really nice 👍,2022-06-14T12:33:19-07:00,available
TEVA SANDLES,25.0,777.0,TEVA SANDLES  NEVER WORN JUST TRYED ON REALLY CONTRABLE 👍,2022-07-29T15:51:16-07:00,sold_out
Victoria wick watch,53.0,777.0,Victoria Wick Crystal and leather beautiful watch keeps really good time this watch is new very shiny,2022-01-09T09:22:21-08:00,available
Necklace vintage,25.0,777.0,Necklace vintage great shape adjustable clasp great shape no name on the piece  and I don’t know what kind of medal it is,2022-06-14T12:59:55-07:00,available
All Saints Combat Boots w/side zip.,45.0,300.0,"Reposhing this item I purchased from @danigoodman22. Loved it, but ready to rotate for something new.

Questions? Leave a comment below!",2021-08-07T17:34:55-07:00,sold_out
J crew Bracelet,25.0,777.0,J crew. Bracelet old never worn heavy has rinestones  and a open back good shape,2022-06-14T13:39:01-07:00,available
Soma Braw,30.0,777.0,Soma Braw really nice and  contrable has great support only used a fue times like new,2021-09-21T20:56:54-07:00,available
L’ Agent panties,30.0,35.0,L’Agent panties really shear  new with tags,2021-08-18T21:43:37-07:00,available
Rolex watch face ring,1100.0,777.0,Rolex watch face ring Beautiful it Waze about close to 10 g of 18 karat gold and almost a half ct of Diamonds ♦️ this is not a Rolex ring they call this tipe of ring a Rolex face ring it’s very Beautiful and comfortable to wear❤️,2022-03-23T16:19:54-07:00,sold_out
Kathy Suede leather bag,50.0,250.0,Beautiful large suede and leather with  studs and stones  excellent condition great for every day use  the purse is a shoulder bag very large will hold all your necessities👛,2020-02-21T12:10:25-08:00,available
BOSTON PROPER JEANS,40.0,777.0,Boston proper jeans new never Worn has some stretch pull on  no zipper has four pockets  really a nice lite Waite pair of jeans  great for the summer 💥,2022-05-31T11:24:52-07:00,sold_out
West Bay Soft Leather Pants,99.0,777.0,Beautiful soft Leather Pants fully lined new condition has two pockets in the front hook closure very contrable,2020-11-12T11:39:02-08:00,available
Disney pullover,25.0,777.0,Disney new pullover has glitter thrue the shirt says midsize it it could fit a large never worn really cute.,2021-01-14T15:01:43-08:00,sold_out
Komarov Dress,50.0,999.0,Beautiful chiffon dress The colors are beautiful great for spring and summer really dressy❤️,2020-03-19T21:51:55-07:00,sold_out
Vintage rhinestone necklace,50.0,777.0,Vintage rhinestone necklace missing one rhinestone which I pointed out really sparkly very good condition except for the missing stone but you really can’t tell no markings  but Beautiful 😍,2022-06-14T13:57:49-07:00,available
Victoria secret slippers,30.0,65.0,Victoria secret slippers new never worn really pretty pink with fur comes with dust bag,2021-09-29T12:06:59-07:00,available
botkier purce,60.0,777.0,botkier purce really cute has a zipper compartment in the front for your phone and a second one also  beautiful thick leather chain with shoulder strap  the purce is leather it holds a lot.,2021-03-18T00:17:36-07:00,sold_out
Express Jeans,30.0,777.0,Express Jeans leggings good used condition they have Stretch and very contrable,2021-08-04T22:14:13-07:00,available
COPY - Gucci  BaBouska wallet,191.0,777.0,Gucci BaBouska wallet  new it’s Patton  Leather really shiny comes with Atlantic card and the original box it’s beautiful a must have great for a gift 🎁 to that special someone .,2022-05-30T10:39:52-07:00,sold_out
Spank pants vintage,75.0,777.0,Spank vintage tie Dye wide leg pants they have some stretch but I would say they would fit a small to medium it says one size but they won’t fit a large they are really cute and in excellent condition .,2021-02-19T14:46:37-08:00,available
Gucci  BaBouska wallet,138.0,777.0,Gucci BaBouska wallet  new it’s Patton  Leather really shiny comes with Atlantic card and the original box it’s beautiful a must have great for a gift 🎁 to that special someone .,2020-12-05T22:42:13-08:00,sold_out
Pedro garcia  espana,58.0,777.0,Pedro Garcia  SANDLES  only worn a fue times  there a little rubbing on the heal of the right shoe  but not noticeable  and two little spots on each shoe in the front but not noticeable when wearing I can’t find a size but I wear a seven and they fit me really cute lot of bling on the skeleton face.,2022-04-14T13:33:40-07:00,sold_out
L’Agent Panties,30.0,35.0,L’Agent Panties really shear new,2021-08-18T21:50:05-07:00,available
REWASH  SHORTS,18.0,777.0,REWASH SHORTS New never used really cute and great for the summer 😊,2022-04-08T15:40:33-07:00,sold_out
Almost Famous Jeans,27.0,75.0,Almost Famous Jeans used condition but still in great shape,2021-07-12T11:34:27-07:00,available
Maurices 👖 Jeans,40.0,777.0,Maurices Jeans used condition very contrable  really good pair of jeans very lite Waite  cute,2021-04-16T16:22:24-07:00,available
Anne KLEIN,65.0,89.0,ANNE KLEIN Dress pants new,2020-10-24T23:02:53-07:00,available
Z CAVARICc I  JEANS,98.0,777.0,These jeans are so cute  and so much detail  they have some stretch  used condition but like new all the zippers work great looking 👍,2021-06-25T15:35:37-07:00,available
Articles of society jeans 👖,40.0,777.0,Articles of society jeans 👖 worn a fue times great condition has stretch.,2021-03-02T21:58:56-08:00,available
Cello jeans,35.0,777.0,Cello jeans nice used condition very contrable   No rips no stains cute jeans,2021-04-07T18:29:01-07:00,available
Kenzie jeans,35.0,777.0,Kenzie jeans only worn a fue times good used condition very contrable,2021-09-04T23:00:36-07:00,available
A . N . A  👖 Jeans,45.0,777.0,A . N . A  jeans  used condition but no  stains are rips  Are smell  all the stones are there Zipper works great  very contrable  still have a lot of wear to them.,2021-04-02T17:39:46-07:00,available
Antik Denim jeans,89.0,777.0,Antik Denim jeans new never worn really pretty lots of detail  has some stretch,2021-09-22T11:18:51-07:00,available
CARMANR JEANS,75.0,777.0,CARMAR JEANS  NEW CONDITION HAS   BEAUTIFUL WORK ON THE SIDE OF THE LEGS   THESE JEANS HAVE ONLY BEEN USED A FUE TIMES REALLY DIFFERENT,2021-10-03T13:20:35-07:00,available
Blue Desire Jeans,60.0,777.0,Blue Desire high rise jeans  angle straight  new with tags great pair of jeans,2021-06-02T14:26:58-07:00,available
Milano Italian jeans,75.0,777.0,Milano Italian jeans great pair of jeans used condition but like new  they have stretch really contrable pair,2021-09-25T12:21:15-07:00,available
Makowcky leather with animal print lining,60.0,500.0,This bag is to die for it’s beautiful and in excellent condition you can wear this everyday desinger  bag❤️,2020-02-21T12:36:16-08:00,available
DAVID YUMAN RING,1317.0,1950.0,"DAVID YUMAN  18 KT  GOLD PAVEFLEX  RING WITH DIAMONDS THAT WEAVE ALL AROUND THE RING 2.7mm ESTIMATED RETAIL VALUE $1,950.00 .",2022-04-07T15:34:54-07:00,sold_out
Signature 8 shorts,15.0,777.0,Signature 8 shorts good used condition like new,2021-04-29T14:30:20-07:00,sold_out
GM .925 cross with diamond stones and Silver Chain,125.0,500.0,"Reposhing this item I purchased from @amoas. Loved it, but ready to rotate for something new.

Questions? Leave a comment below I purchase this from @amoas and he stated in his comment that this cross was Diamond and silver  but they said it was not it is stamped 925  Italy  so I just wanted to let you know before you purchase this it is Beautiful but am not sure about the athletic of this iden thanks .",2022-04-09T11:02:13-07:00,sold_out
Free People bellbottomJeans,55.0,777.0,Free people bell bottom jeans new condition very comfortable they stretch can wear them anytime of the year very cute,2020-09-25T12:25:46-07:00,sold_out
Body By Victory ipex,23.0,777.0,Body By Victory Braw really soft and contrable good used condition,2021-09-21T20:49:10-07:00,available
Spandex Braw,10.0,45.0,spandex Braw,2021-09-19T10:30:04-07:00,sold_out
Sakkas vintage Blouse,55.0,777.0,Sakkas  Blouse really Beautiful no stains are rips vintage but like new it says free size but I would say a small to  midsize thanks for looking  this was made in India,2020-11-12T08:16:32-08:00,available
TERRANOVA TOP,50.0,777.0,TERRANOVA FRINGE TOP REALLY CUTE GREAT FOR THE SUMMER,2021-06-02T14:01:20-07:00,available
Victoria’s Secret nightgown,35.0,75.0,Victoria’s Secret little Nitee,2021-12-05T10:27:45-08:00,available
N L W  ROMPERS,49.0,777.0,N L W  ROMPERS  really cute  has elastic band with a stretch around your waist very pretty lace detail like new condition,2021-07-22T10:58:58-07:00,available
ADORE  ME  PANTIES,25.0,75.0,ADORE ME PANTIES NEW,2021-09-11T20:18:25-07:00,available
Signature 8 shorts,35.0,777.0,Signature 8 shorts new with tags really cute,2021-04-29T14:35:06-07:00,sold_out
I.  E. I shorts,20.0,75.0,I . E . I shorts  new Condition only worn a fue times,2021-04-02T17:50:11-07:00,sold_out
GianiBernin Bag,49.0,777.0,GianiBernin Shoulder Bag good used condition has three different compartment plus a place for your phone and idea just wipe it clean,2021-07-14T21:35:48-07:00,available
Eddie Rodriguez Jacket,65.0,777.0,Eddie Rodriguez Jacket new never worn very nice 😘,2020-05-10T15:13:09-07:00,available
Ashley Jacket Black corduroy stretchy,40.0,0.0,This Asley jacket is way cute for spring to wear with your dresses or Levi’s and it’s very stretchy and comfortable,2020-03-09T23:01:42-07:00,available
Star JeansJacket,30.0,0.0,Star Jeans Jacket mid size great for any time of the year very comfortable fits under your Bust  line ❤️,2020-05-10T13:51:29-07:00,available
fox ALI Jacket❤️,45.0,0.0,Very nice jacket lightweight great for spring all you have to do is wipe it down to clean it very nice in new condition,2020-04-01T10:54:38-07:00,available
Aldo Jacket,50.0,0.0,Aldo Jacket good used condition very pretty for all  Occasions😊,2020-04-08T18:52:11-07:00,available
Elgin Bracelet Crystal watch,30.0,777.0,Elgin Bracelet Crystal watch new condition works great has new battery beautiful really a eye catcher,2021-06-13T13:06:45-07:00,sold_out
Beverly Hills pollo club purse,75.0,100.0,Leather Crossbody bag great condition,2020-02-17T16:16:17-08:00,available
